Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Taxonomic lineage
UP000000379	Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24) (Strain: DSM 17093 / CIP 108686 / LMG 22925 / RQ-24)	649638	2924	C:91.9%[S:91.2%,D:0.7%],F:2%,M:6.1%,n:148	Standard	Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Trueperaceae, Truepera
UP000243194	Heterobasidion partitivirus 12 (Strain: HetPV12-an1)	1469905	2		Standard	Viruses, Riboviria, Partitiviridae, Alphapartitivirus
UP000184088	Caldanaerobius fijiensis DSM 17918 (Strain: DSM 17918)	1121256	2707	C:97.2%[S:97.2%,D:0%],F:0.4%,M:2.4%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacteraceae, Caldanaerobius
UP000276437	Methylomusa anaerophila (Strain: MMFC1)	1930071	4152	C:98.7%[S:97%,D:1.7%],F:0.4%,M:0.9%,n:232	Standard	Bacteria, Firmicutes, Negativicutes, Selenomonadales, Sporomusaceae, Methylomusa
UP000278143	Syncephalis pseudoplumigaleata (Strain: Benny S71-1)	1712513	5997	C:59%[S:56.9%,D:2.1%],F:18.3%,M:22.8%,n:290	Standard	Eukaryota, Fungi, Fungi incertae sedis, Zoopagomycota, Zoopagomycotina, Zoopagomycetes, Zoopagales, Piptocephalidaceae, Syncephalis
UP000253163	Microbacterium phage VitulaEligans	2250353	25		Close to Standard	Viruses, Caudovirales, Siphoviridae
UP000276634	Inmirania thermothiophila (Strain: DSM 100275)	1750597	2472	C:93.6%[S:93.4%,D:0.2%],F:1.1%,M:5.3%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Inmirania
UP000208088	Banana streak OL virus	328671	3		Standard	Viruses, Ortervirales, Caulimoviridae, Badnavirus
UP000243008	Candidatus Gastranaerophilus sp. (ex Termes propinquus)	2029980	1073	C:52.7%[S:50%,D:2.7%],F:5.4%,M:41.9%,n:148	Close to Standard	Bacteria, Candidatus Melainabacteria, Candidatus Gastranaerophilales, Candidatus Gastranaerophilus
UP000249359	Methanosphaera sp. SHI613	1945631	1656		Standard	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanosphaera, unclassified Methanosphaera
UP000315241	Candidatus Brocadiaceae bacterium S225 (Strain: S225)	2528033	2768	C:76.4%[S:76.4%,D:0%],F:1.4%,M:22.3%,n:148	Standard	Bacteria, Planctomycetes, Candidatus Brocadiae, Candidatus Brocadiales, Candidatus Brocadiaceae
UP000203663	Tsukamurella phage TIN3	1636546	109		Standard	Viruses, Caudovirales, Siphoviridae, Tinduovirus
UP000265894	Cephus cinctus (Wheat stem sawfly)	211228	160	C:0.2%[S:0.2%,D:0%],F:0%,M:99.8%,n:4415	Outlier	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Hymenoptera, Cephoidea, Cephidae, Cephus
UP000202629	Mycobacterium phage Phrann	1821541	67		Standard	Viruses, Caudovirales, Siphoviridae, Nclasvirinae, Redivirus
UP000321063	Collinsella sp. BA40 (Strain: BA40)	2560852	1521	C:54.3%[S:54%,D:0.3%],F:11.6%,M:34.1%,n:352	Outlier	Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Collinsella, unclassified Collinsella
UP000199548	Paraburkholderia megapolitana (Strain: LMG 23650)	420953	6692	C:99.5%[S:98.5%,D:1%],F:0.5%,M:0%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia
UP000322080	Boseongicola sp. HY14 (Strain: HY14)	2603819	3383	C:96.8%[S:95.9%,D:0.9%],F:0.5%,M:2.7%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Boseongicola, unclassified Boseongicola
UP000297179	Prunus geminivirus A	2022321	6		Standard	Viruses, Geminiviridae, Grablovirus, Prunus latent virus
UP000323386	Anthracocystis flocculosa (Strain: DAOM196992)	84751	7767	C:98.4%[S:98.3%,D:0.1%],F:1.1%,M:0.4%,n:1335	Standard	Eukaryota, Fungi, Dikarya, Basidiomycota, Ustilaginomycotina, Ustilaginomycetes, Ustilaginales, Ustilaginaceae, Anthracocystis
UP000204112	Gordonia phage Orchid	1838075	114		Standard	Viruses, Caudovirales, Siphoviridae, Orchidvirus, Gordonia virus Orchid
UP000199572	Pedobacter rhizosphaerae (Strain: DSM 18610)	390241	4844	C:97.1%[S:96.2%,D:0.9%],F:1.1%,M:1.8%,n:443	Standard	Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter
UP000152762	Ovine gammaherpesvirus 2	10398	74		Close to Standard	Viruses, Herpesvirales, Herpesviridae, Gammaherpesvirinae, Macavirus
UP000296324	Streptococcus satellite phage Javan260	2558596	21		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000324705	Triticum turgidum subsp. durum (Durum wheat) (Triticum durum)	4567	188121	C:95.9%[S:10.3%,D:85.6%],F:1.6%,M:2.5%,n:1440	Outlier	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliopsida, Liliopsida, Poales, Poaceae, BOP clade, Pooideae, Triticodae, Triticeae, Triticinae, Triticum
UP000283634	Trypanosoma rangeli (Strain: AM80)	5698	10070	C:71.9%[S:68%,D:4%],F:6.6%,M:21.5%,n:303	Standard	Eukaryota, Euglenozoa, Kinetoplastida, Trypanosomatidae, Trypanosoma, Herpetosoma
UP000252632	Mycobacterium phage Niza	2250382	89		Standard	Viruses, Caudovirales, Siphoviridae, Fromanvirus, unclassified Fromanvirus
UP000001505	Waddlia chondrophila (strain ATCC VR-1470 / WSU 86-1044) (Strain: ATCC VR-1470 / WSU 86-1044)	716544	1919	C:89.9%[S:89.2%,D:0.7%],F:2%,M:8.1%,n:148	Standard	Bacteria, Chlamydiae, Parachlamydiales, Waddliaceae, Waddlia
UP000202798	Cotton leaf curl Multan virus-[62] (Strain: Pakistan)	223254	6		Standard	Viruses, Geminiviridae, Begomovirus
UP000203410	Pseudoalteromonas phage H103	1636200	75		Standard	Viruses, Caudovirales, Siphoviridae
UP000290243	Mycoplasma maculosum (Strain: NCTC10168)	114885	737	C:95.2%[S:95.2%,D:0%],F:0%,M:4.8%,n:166	Standard	Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma
UP000007488	Syntrophobotulus glycolicus (strain DSM 8271 / FlGlyR) (Strain: DSM 8271 / FlGlyR)	645991	3105	C:97.2%[S:96.5%,D:0.8%],F:1.2%,M:1.6%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Syntrophobotulus
UP000222409	Streptomyces sp. Ru87 (Strain: Ru87)	2044307	6048	C:98%[S:97.2%,D:0.9%],F:0.6%,M:1.4%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000094877	Macellibacteroides sp. HH-ZS (Strain: HH-ZS)	1857568	3239	C:98.4%[S:98.2%,D:0.2%],F:0.5%,M:1.1%,n:443	Outlier	Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Macellibacteroides, unclassified Macellibacteroides
UP000197116	Rhizobium yanglingense (Strain: CCBAU 01603)	61013	4086	C:16.8%[S:16.6%,D:0.1%],F:5.5%,M:77.7%,n:686	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium
UP000014127	Enterococcus dispar ATCC 51266 (Strain: ATCC 51266)	1139219	2622	C:99.8%[S:99.8%,D:0%],F:0%,M:0.2%,n:443	Standard	Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus
UP000003056	candidate division TM7 genomosp. GTL1 (Strain: GTL1)	443342	670	C:21.6%[S:20.9%,D:0.7%],F:3.4%,M:75%,n:148	Standard	Bacteria, Candidatus Saccharibacteria
UP000033750	Mycoplasma meleagridis ATCC 25294 (Strain: ATCC 25294)	1264554	505	C:90.4%[S:90.4%,D:0%],F:2.4%,M:7.2%,n:166	Standard	Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma
UP000207629	Botrytis ourmia-like virus	1872719	1		Standard	Viruses, Riboviria, Botourmiaviridae, Botoulivirus, Botrytis botoulivirus
UP000051254	Stenotrophomonas koreensis (Strain: DSM 17805)	266128	2597	C:94.9%[S:94.7%,D:0.2%],F:2%,M:3.1%,n:452	Close to Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Stenotrophomonas
UP000152522	Canis familiaris papillomavirus 11	1091166	8		Standard	Viruses, Papillomaviridae, Firstpapillomavirinae, Chipapillomavirus
UP000199323	Streptomyces alni (Strain: CGMCC 4.3510)	380248	7062	C:100%[S:98.9%,D:1.1%],F:0%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000018885	Achromobacter phage JWAlpha	1416009	91		Close to Standard	Viruses, Caudovirales, Podoviridae, Jwalphavirus
UP000199326	Streptomyces sp. 136MFCol5.1 (Strain: 136MFCol5.1)	1172182	6901	C:100%[S:99.1%,D:0.9%],F:0%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000201869	Wenzhou picorna-like virus 20 (Strain: WZSBei68985)	1923605	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000268280	Granulicella sp. GAS466 (Strain: GAS466)	2485170	5117	C:95.9%[S:95.3%,D:0.7%],F:1.4%,M:2.7%,n:148	Standard	Bacteria, Acidobacteria, Acidobacteriales, Acidobacteriaceae, Granulicella, unclassified Granulicella
UP000198755	Methylocapsa palsarum (Strain: NE2)	1612308	3816	C:92.1%[S:91.3%,D:0.9%],F:5.1%,M:2.8%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, Methylocapsa
UP000201281	Trichomonas vaginalis virus 2	674954	2		Standard	Viruses, Riboviria, Totiviridae, Trichomonasvirus
UP000184111	Streptomyces paucisporeus (Strain: CGMCC 4.2025)	310782	7034	C:99.1%[S:98%,D:1.1%],F:0.6%,M:0.3%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000184050	Tangfeifania diversioriginum (Strain: DSM 27063)	1168035	4103	C:97.1%[S:96.2%,D:0.9%],F:0.9%,M:2%,n:443	Standard	Bacteria, Bacteroidetes, Bacteroidia, Marinilabiliales, Prolixibacteraceae, Tangfeifania
UP000198638	Paraburkholderia sartisoli (Strain: LMG 24000)	83784	5332	C:100%[S:99.7%,D:0.3%],F:0%,M:0%,n:582	Close to Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Paraburkholderia
UP000203935	Hubei sobemo-like virus 15 (Strain: tick96090)	1923200	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000198682	Butyrivibrio sp. TB (Strain: TB)	1520809	3714	C:97.6%[S:97.2%,D:0.4%],F:2%,M:0.4%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Butyrivibrio, unclassified Butyrivibrio
UP000202641	Chicory yellow mottle virus large satellite RNA	192021	1		Standard	Viruses, Satellites, RNA satellites, Single stranded RNA satellites, unclassified Single stranded RNA satellites
UP000017809	Clostridium sp. 7_2_43FAA (Strain: 7_2_43FAA)	457396	3389	C:98.8%[S:97.6%,D:1.2%],F:0%,M:1.2%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium
UP000267192	Fretibacterium sp. OH1220_COT-178 (Strain: OH1220_COT-178)	2491047	2505	C:91.2%[S:91.2%,D:0%],F:2%,M:6.8%,n:148	Standard	Bacteria, Synergistetes, Synergistia, Synergistales, Synergistaceae, Fretibacterium, unclassified Fretibacterium
UP000296704	Streptococcus satellite phage Javan353	2558654	18		Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000218263	Mucilaginibacter gotjawali (Strain: SA3-7)	1550579	4446	C:70.2%[S:69.5%,D:0.7%],F:4.1%,M:25.7%,n:443	Standard	Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter
UP000319825	Micromonospora olivasterospora (Strain: DSM 43868)	1880	6202	C:96.3%[S:94.9%,D:1.4%],F:2.6%,M:1.1%,n:352	Standard	Bacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Micromonospora
UP000195755	Streptomyces albireticuli (Strain: MDJK11)	1940	6966	C:98%[S:95.7%,D:2.3%],F:2%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000014118	Lachnospiraceae bacterium A4 (Strain: A4)	397291	6440	C:98.4%[S:98%,D:0.4%],F:0.4%,M:1.2%,n:254	Outlier	Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae
UP000198648	Flavobacterium urocaniciphilum (Strain: DSM 27078)	1299341	2554	C:98.4%[S:98.4%,D:0%],F:0.9%,M:0.7%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium
UP000036938	Pseudaestuariivita atlantica (Strain: 22II-S11-z3)	1317121	3978	C:98.6%[S:98.2%,D:0.5%],F:0.5%,M:0.9%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pseudaestuariivita
UP000032117	Microbacterium sp. SUBG005 (Strain: SUBG005)	1504156	4595	C:67.3%[S:65.3%,D:2%],F:8.2%,M:24.4%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Microbacterium
UP000008040	Streptomyces phage SV1	1204525	55		Standard	Viruses, Caudovirales, Siphoviridae
UP000259996	Mycobacterium phage Ryadel	2283292	132		Close to Standard	Viruses, Caudovirales, Siphoviridae, Corndogvirus, unclassified Corndogvirus
UP000287947	Bacillariodnavirus LDMD-2013	1379694	4		Standard	Viruses, Bacilladnaviridae, Protobacilladnavirus
UP000003028	Erysipelothrix rhusiopathiae ATCC 19414 (Strain: ATCC 19414)	525280	1644	C:86.6%[S:85.8%,D:0.9%],F:1.3%,M:12.1%,n:232	Standard	Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, Erysipelothrix
UP000007689	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1) (Strain: Isolate ANT70)	327105	9		Standard	Viruses, Ortervirales, Retroviridae, Orthoretrovirinae, Lentivirus
UP000201834	Deinbollia mosaic virus	1812308	8		Close to Standard	Viruses, Geminiviridae, Begomovirus
UP000184335	Cruoricaptor ignavus (Strain: DSM 25479)	1118202	2166	C:97.1%[S:97.1%,D:0%],F:1.6%,M:1.4%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Cruoricaptor
UP000296815	Streptococcus phage Javan371	2548132	61		Standard	Viruses, Caudovirales, Siphoviridae
UP000284350	Catellatospora citrea (Strain: DSM 44097)	53366	8194	C:99.1%[S:96.9%,D:2.3%],F:0.3%,M:0.6%,n:352	Standard	Bacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Catellatospora
UP000176825	Jeongeupia sp. USM3 (Strain: USM3)	1906741	3426	C:97.3%[S:96.9%,D:0.3%],F:1.9%,M:0.9%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Chromobacteriaceae, Jeongeupia, unclassified Jeongeupia
UP000196368	Elusimicrobium sp. An273 (Strain: An273)	1965617	1395	C:89.2%[S:89.2%,D:0%],F:2.7%,M:8.1%,n:148	Standard	Bacteria, Elusimicrobia, Elusimicrobia, Elusimicrobiales, Elusimicrobiaceae, Elusimicrobium, unclassified Elusimicrobium
UP000183982	Pseudopelagicola gijangensis (Strain: DSM 100564)	1470563	4001	C:99.1%[S:98.6%,D:0.5%],F:0.5%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pseudopelagicola
UP000015097	Brevibacillus phage Emery	1296660	102		Standard	Viruses, Caudovirales, Myoviridae
UP000204127	Wenzhou picorna-like virus 27 (Strain: shrimp14502)	1923612	1		Close to Standard	Viruses, Riboviria, unclassified Riboviria
UP000202497	Pumpkin yellow mosaic Malaysia virus	420684	6		Standard	Viruses, Geminiviridae, Begomovirus
UP000202867	Hubei picorna-like virus 1 (Strain: WHSF7464)	1923088	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000282957	Rhodovarius sp. CCP-6 (Strain: CCP-6)	1979269	5028	C:97.7%[S:97.3%,D:0.5%],F:1.4%,M:0.9%,n:221	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Rhodovarius, unclassified Rhodovarius
UP000202722	Changjiang tombus-like virus 4 (Strain: CJLX30236)	1922818	3		Standard	Viruses, Riboviria, unclassified Riboviria
UP000287243	Vampirococcus sp. LiM (Strain: LiM)	1930593	1851	C:85.1%[S:85.1%,D:0%],F:3.4%,M:11.5%,n:148	Standard	Bacteria, Vampirococcus, unclassified Vampirococcus
UP000008391	Mycobacterium phage Thibault	1052673	216		Close to Standard	Viruses, Caudovirales, Siphoviridae, Omegavirus
UP000241762	Candidatus Phycorickettsia trachydisci	2115978	1244	C:73.8%[S:73.8%,D:0%],F:3.6%,M:22.6%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Candidatus Phycorickettsia
UP000201274	Tomato leaf curl Philippines virus	96054	6		Standard	Viruses, Geminiviridae, Begomovirus
UP000277911	Pseudomonas phage vB_PaeS_PcyII-40_PfII40a	1926503	52		Standard	Viruses, Caudovirales, Siphoviridae, Casadabanvirus, unclassified Casadabanvirus
UP000256661	Actinomadura umbrina (Strain: DSM 43927)	111806	6565	C:98.3%[S:96.3%,D:2%],F:0%,M:1.7%,n:352	Standard	Bacteria, Actinobacteria, Streptosporangiales, Thermomonosporaceae, Actinomadura
UP000201382	Areca palm velarivirus 1	1654603	11		Close to Standard	Viruses, Riboviria, Closteroviridae, Velarivirus
UP000204322	Beihai picorna-like virus 117 (Strain: BHJP63029)	1922546	3		Standard	Viruses, Riboviria, unclassified Riboviria
UP000278006	Corticibacter populi (Strain: DSM 105136)	1550736	3638	C:97.3%[S:96.9%,D:0.3%],F:1.7%,M:1%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Corticibacter
UP000000375	Pseudomonas phage KPP10 (Bacteriophage KPP10)	582345	158		Standard	Viruses, Caudovirales, Myoviridae, Nankokuvirus
UP000017751	Leptospirillum sp. Group IV 'UBA BS'	1260983	1878	C:39.2%[S:39.2%,D:0%],F:12.2%,M:48.6%,n:148	Outlier	Bacteria, Nitrospirae, Nitrospirales, Nitrospiraceae, Leptospirillum
UP000201945	Streptococcus phage IC1	1448276	49		Standard	Viruses, Caudovirales, Siphoviridae
UP000199182	Acetanaerobacterium elongatum (Strain: CGMCC 1.5012)	258515	2758	C:98.8%[S:98.4%,D:0.4%],F:0.8%,M:0.4%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Acetanaerobacterium
UP000202862	Porcine associated porprismacovirus 8	2170124	2		Standard	Viruses, Smacoviridae, Porprismacovirus
UP000285913	Lachnospiraceae bacterium AM48-27BH (Strain: AM48-27BH)	2292271	3679	C:84.3%[S:84.3%,D:0%],F:2%,M:13.8%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae
UP000285120	Sinobaca qinghaiensis (Strain: DSM 17008)	342944	3379	C:97.7%[S:97.5%,D:0.2%],F:1%,M:1.3%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Sporolactobacillaceae, Sinobaca
UP000199611	Thermodesulforhabdus norvegica (Strain: DSM 9990)	39841	2661	C:91.6%[S:90.5%,D:1%],F:4.4%,M:4.1%,n:296	Standard	Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, Thermodesulforhabdus
UP000207739	Bermuda grass latent virus	1930269	6		Standard	Viruses, Riboviria, Tombusviridae, Procedovirinae, Panicovirus, unclassified Panicovirus
UP000215027	Candidatus Promineofilum breve (Strain: Cfx-K)	1806508	4566	C:94.6%[S:91.2%,D:3.4%],F:2%,M:3.4%,n:148	Close to Standard	Bacteria, Chloroflexi, Ardenticatenia, Ardenticatenales, Ardenticatenaceae, Candidatus Promineofilum
UP000320055	Hyella patelloides LEGE 07179	945734	7698	C:95.9%[S:94.7%,D:1.2%],F:2.6%,M:1.4%,n:834	Outlier	Bacteria, Cyanobacteria, Pleurocapsales, Hyellaceae, Hyella
UP000203342	Sugarcane yellow leaf virus (Strain: A)	94290	6		Standard	Viruses, Riboviria, Luteoviridae, Polerovirus
UP000029373	Flavobacterium sp. phage 1/32	1458858	63		Standard	Viruses, Caudovirales, Siphoviridae
UP000054874	Acetivibrio ethanolgignens (Strain: ACET-33324)	290052	3375	C:98.8%[S:98.8%,D:0%],F:0.4%,M:0.8%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Acetivibrio
UP000006334	Aliiglaciecola lipolytica E3 (Strain: E3)	1127673	4327	C:99.1%[S:98.9%,D:0.2%],F:0.9%,M:0%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Aliiglaciecola
UP000009284	Taylorella asinigenitalis (strain MCE3) (Strain: MCE3)	1008459	1523	C:88.5%[S:88.5%,D:0%],F:4.6%,M:6.9%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Taylorella
UP000198728	Tropicimonas isoalkanivorans (Strain: DSM 19548)	441112	4790	C:99.5%[S:97.3%,D:2.3%],F:0%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Tropicimonas
UP000202813	Hubei tetragnatha maxillosa virus 1 (Strain: arthropodmix23158)	1923243	1		Close to Standard	Viruses, Riboviria, unclassified Riboviria
UP000001332	Oscillatoriales cyanobacterium JSC-12 (Strain: JSC-12)	864702	4673	C:99.3%[S:98.4%,D:0.8%],F:0.6%,M:0.1%,n:834	Standard	Bacteria, Cyanobacteria, Oscillatoriophycideae, Oscillatoriales, unclassified Oscillatoriales
UP000007743	Pseudomonas phage phi297	1129145	69		Standard	Viruses, Caudovirales, Siphoviridae
UP000276503	Candidatus Marinimicrobia bacterium PRS2 (Strain: PRS2)	2483458	1209	C:50.7%[S:50.7%,D:0%],F:2.7%,M:46.6%,n:148	Close to Standard	Bacteria, Candidatus Marinimicrobia
UP000290507	Streptomyces phage Bowden	2510524	81		Standard	Viruses, Caudovirales, Siphoviridae, Arquatrovirinae, Arequatrovirus, unclassified Arequatrovirus
UP000282832	Cytophagaceae bacterium FSY-15 (Strain: FSY-15)	1862386	2320	C:93.2%[S:93.2%,D:0%],F:4.1%,M:2.7%,n:443	Close to Standard	Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae
